,auc,acc,f1_marco_avg,f1_weighted_avg,precision_marco_avg,precision_weighted_avg,recall_marco_avg,recall_weighted_avg
0,0.9605262667037856,0.866346027181597,0.6396969404271683,0.903862145415025,0.6091284262619752,0.9683350656571331,0.901888942637255,0.866346027181597
1,0.9746715644019831,0.8975928231518373,0.6565389526550399,0.9266208510632635,0.614447206479145,0.9748665102435298,0.9233222918395074,0.8975928231518373
2,0.9820392457731467,0.9182034451798541,0.6717800032891506,0.9410615805981124,0.6214618181671324,0.9786769213765871,0.9360582820885931,0.9182034451798541
3,0.9846093180323124,0.9250240793099994,0.6664530707742765,0.946728994189294,0.6156034939917953,0.9815802971504761,0.9429993344308173,0.9250240793099994
4,0.9869586335063919,0.9340553154764452,0.6651647388843672,0.9535811743297009,0.6125887379092582,0.984287991398615,0.9493230101103105,0.9340553154764452
5,0.9890940047001621,0.9407756250981741,0.6634529244824697,0.958699181599083,0.609861428142026,0.9863909624834954,0.9549241192522623,0.9407756250981741
6,0.9904763895175441,0.9467822616344654,0.6600606999001687,0.963302421608469,0.6062176440733599,0.9882816084169733,0.9585840418579484,0.9467822616344654
7,0.9915971107071139,0.951093538034243,0.6544819323061126,0.966689867802815,0.6012555194411254,0.9897832178220539,0.9617651898718054,0.951093538034243
8,0.9936300019591646,0.9596838274143564,0.6615233085936543,0.972496503869147,0.604839601346377,0.991418764214465,0.9688018045657033,0.9596838274143564
9,0.9944876822934878,0.9636137037870025,0.6599723517602685,0.9753324517915118,0.602860261028561,0.9924391038431332,0.9715171338231927,0.9636137037870025
10,0.9950775600709838,0.9666494282725727,0.6574203468698516,0.9775558546277882,0.6005394719809398,0.9932747424068397,0.9728763067968041,0.9666494282725727
11,0.9959276638203524,0.9705771849876481,0.6590506151929088,0.9802292511367313,0.600991051373454,0.9940748705141843,0.9760187306535605,0.9705771849876481
12,0.9961977922629222,0.9718891236130739,0.653074087898888,0.9813372328154406,0.5965400831327408,0.9946502654671108,0.9768694600441044,0.9718891236130739
13,0.9967150185954048,0.9738317339959167,0.6497844546264774,0.9827565935299504,0.5939572464534543,0.9951873239299219,0.9784550882404963,0.9738317339959167
14,0.9971447711569531,0.975148875822873,0.6439917978253823,0.9838224874723145,0.5896306920676953,0.9957145548797185,0.9805956938567898,0.975148875822873
15,0.99738689934049,0.9770436935055481,0.6423503978998394,0.9851567141940303,0.5883080884240793,0.9961612228634791,0.9809668311124454,0.9770436935055481
16,0.9978653698852329,0.9799778395379062,0.6476048341030485,0.9870374006688601,0.5917261988540894,0.9966144402351332,0.9842670956609362,0.9799778395379062
17,0.9981989924186402,0.9822529461009012,0.6519385031735759,0.9885060360033121,0.5944518927169052,0.9969799861708071,0.9859072595594925,0.9822529461009012
18,0.9982936069309318,0.9819925227405795,0.6394603584238663,0.988548756654688,0.5857290292547485,0.9972256406392382,0.9852450079895386,0.9819925227405795
19,0.9985140060676729,0.983786127889873,0.6437371467266588,0.9897020732705862,0.5902054161548916,0.9975101099033487,0.986827241118874,0.983786127889873
