,auc,acc,f1_marco_avg,f1_weighted_avg,precision_marco_avg,precision_weighted_avg,recall_marco_avg,recall_weighted_avg
0,0.9391967326976359,0.8726978956932127,0.6449604623490479,0.9080028339133702,0.6105082392953568,0.9688406012251602,0.9100367086427393,0.8726978956932127
1,0.9491051754857949,0.8816615393265648,0.6334279302254499,0.9166219914806039,0.599906572650228,0.973978290465081,0.9156108743583447,0.8816615393265648
2,0.9508373749083321,0.8843640357923144,0.622412240692122,0.9201713822697344,0.5913879211627258,0.9770793695801936,0.9194877532643632,0.8843640357923144
3,0.9520735522946447,0.8868640491796257,0.6103202685358717,0.9235516278903623,0.5825031403030794,0.9799047585267857,0.9209716833110769,0.8868640491796257
4,0.9577178491353032,0.8948346845592541,0.6044077305669886,0.930145919832855,0.5769962415481625,0.9827129312596251,0.9253553119843256,0.8948346845592541
5,0.9621559949217553,0.8968083936654812,0.593988266620063,0.932767763114492,0.5696991420856624,0.9848637945063264,0.9283196849304062,0.8968083936654812
6,0.965630112229948,0.9053712345956667,0.5903020130470873,0.9391859169238649,0.5657569064189029,0.9869062027307209,0.93143852801852,0.9053712345956667
7,0.9683951177596171,0.9098655958602859,0.5838511671419992,0.9429533001611005,0.5608644421688141,0.9885550627723398,0.933168247860644,0.9098655958602859
8,0.9730925017378314,0.9227510076182731,0.5882768424693385,0.9514205919804688,0.5615363400603037,0.9902796812340477,0.9406852566238655,0.9227510076182731
9,0.9747324364620117,0.9275754285724487,0.5850271829168229,0.954919504583092,0.5586661473818201,0.9913726443728794,0.9418179935110005,0.9275754285724487
10,0.9758567115310072,0.9293503628853754,0.5787173482169792,0.9566085235772354,0.5545009000514294,0.9923001980579838,0.9421213204597908,0.9293503628853754
11,0.9770355408577044,0.9314341023004751,0.5730584057737224,0.9583902920947286,0.5506665480507654,0.9931451348491398,0.9439621796663842,0.9314341023004751
12,0.9777471289181483,0.9384382853889104,0.5768958753158269,0.9627355252667429,0.5520262600087026,0.9938558348255219,0.9452737389303332,0.9384382853889104
13,0.9787857375280662,0.9387047598137911,0.5700502923638213,0.9633554548898208,0.547823895172712,0.9944639707257015,0.9467367280526304,0.9387047598137911
14,0.9799541007489287,0.9420951454040472,0.566972836907821,0.9656887575683691,0.5455205454709052,0.9950918002826722,0.9488740505055918,0.9420951454040472
15,0.9795049112074847,0.9419277549301007,0.5590403529214754,0.9659770674241389,0.5406281118069797,0.9955701891231702,0.9475530345124101,0.9419277549301007
16,0.9800413261554057,0.9405606739707842,0.5530435132458891,0.9655618161708729,0.5374314997252908,0.9960307687837132,0.9482292806896756,0.9405606739707842
17,0.9809395805222392,0.9414882941352873,0.5502543032322363,0.9664070331844355,0.53577423817793,0.9964374274655644,0.9501007263942277,0.9414882941352873
18,0.9801764813392337,0.9433198880106813,0.5453100882174153,0.9676679286152482,0.5325249298919145,0.9967458950199803,0.9479394131421489,0.9433198880106813
19,0.9799239804934634,0.9444006277756356,0.5438435208541479,0.9684835417337835,0.5318308648007506,0.9970436416099274,0.9478095649803797,0.9444006277756356
